Sr.,Symbol / Scrip Name,ISIN,MIS(Intraday),BO(Bracket),CO(Cover)
2265,JK AGRI,INE690O01011,1x,,
2266,PVVINFRA,INE428B01013,1x,,
2267,VCU,INE962O01014,1x,,
2268,SRGSFL,INE326P01019,1x,,
2269,STELLAR,INE325P01011,1x,,
2270,SUNLOC,INE671C01016,1x,,
2271,SUYOG,INE442P01014,5x,5x,5x
2272,POLYMAC,INE826P01018,1x,,
2273,UNISHIRE,INE210P01015,1x,,
2274,ETT,INE546I01017,1x,,
2275,HANSUGAR,INE101H01013,1x,,
2276,KIRANVYPAR,INE555P01013,1x,,
2277,KCSL,INE576P01019,1x,,
2278,MANGIND,INE717C01025,1x,,
2279,INFRONICS,INE463B01036,1x,,
2280,VASUPRADA,INE574G01013,1x,,
2281,SHARPINV,INE909D01026,1x,,
2282,GCMCAPI,INE191P01017,1x,,
2283,NAM,INE792G01011,1x,,
2284,MONEYBOXX,INE296Q01012,1x,,
2285,WORTH,INE196Y01018,1x,,
2286,TPROJECT,INE901C01017,1x,,
2287,TARINI,INE849M01017,1x,,
2288,RLFL,INE516P01015,1x,,
2289,BRPL,INE319Q01012,1x,,
2290,JAMESWARREN,INE718P01017,1x,,
2291,VISTARAMAR,INE878P01019,1x,,
2292,ZINEMA,INE641Q01019,1x,,
2293,TTIENT,INE404F01031,1x,,
2294,TOYAMSL,INE457P01020,1x,,
2295,UNISON,INE099D01018,1x,,
2296,VRL,INE406F01010,1x,,
2297,QGO,INE837C01013,1x,,
2298,MIIL,INE898Q01015,1x,,
2299,SENSEXBEES,INF204KA1UN7,1x,,
2300,SHEMAROO,INE363M01019,5x,5x,5x
2301,RCCL,INE929D01016,1x,,
2302,ETIL,INE937K01014,1x,,
2303,ATISHAY,INE011R01013,1x,,
2304,DHABRIYA,INE260R01016,1x,,
2305,PDSL,INE111Q01021,1x,,
2306,VGCL,INE761Q01015,1x,,
2307,CEINSYSTECH,INE016Q01014,1x,,
2308,PANABYTE,INE516E01019,1x,,
2309,NIYOGIN,INE480D01010,1x,,
2310,KALYANCAP,INE149Q01021,1x,,
2311,JETINFRA,INE155R01018,1x,,
2312,SAPPL,INE185C01017,1x,,
2313,AANCHALISP,INE322R01014,1x,,
2314,CAPPIPES,INE513R01026,1x,,
2315,KAIZENAGRO,INE891N01017,1x,,
2316,JSTL,INE237B01018,1x,,
2317,CSL,INE183Q01020,1x,,
2318,SELLWIN,INE195F01027,1x,,
2319,EMERALD,INE030Q01015,1x,,
2320,MKEXIM,INE227F01010,1x,,
2321,MCLOUD,INE613C01026,1x,,
2322,KANCHI,INE081G01019,1x,,
2323,RAFL,INE865P01016,1x,,
2324,COSYN,INE029B01019,1x,,
2325,SOFCOM,INE499Q01012,1x,,
2326,MERCANTILE,INE689O01013,1x,,
2327,SONAL,INE321M01017,1x,,
2328,MERCURYLAB,INE947G01011,1x,,
2329,CONCORD,INE858L01010,1x,,
2330,WARDINMOBI,INE945P01024,1x,,
2331,SHREESEC,INE397C01026,1x,,
2332,CHENFERRO,INE777O01016,1x,,
2333,MEGRISOFT,INE756R01013,1x,,
2334,BEEKAY,INE213D01015,1x,,
2335,SETFBSE1x,INF5x0KA1572,1x,,
2336,TTIL,INE812Q01016,1x,,
2337,GANVERSE,INE369Q01017,1x,,
2338,AGIIL,INE976R01017,5x,5x,5x
2339,URSUGAR,INE904R01027,1x,,
2340,FILTRA,INE541R01019,1x,,
2341,ATHCON,INE291R01011,1x,,
2342,SHESHAINDS,INE193R01019,1x,,
2343,SUJALA,INE029H01016,1x,,
2344,PALCO,INE239L01013,1x,,
2345,SARVOTTAM,INE822Q01015,1x,,
2346,WARDWIZFBL,INE761D01021,1x,,
2347,UFO,INE527H01019,5x,5x,5x
2348,PANTH,INE945O01019,1x,,
2349,ICSL,INE682B01023,1x,,
2350,AIIL,INE206F01022,5x,5x,5x
2351,POEL,INE035S01028,1x,,
2352,SGFIN,INE618R01015,1x,,
2353,GARMNTMNTR,INE653S01028,1x,,
2354,SRESTHA,INE606K01049,1x,,
2355,SAUMYA,INE563C01015,1x,,
2356,GROWINGTON,INE451S01027,1x,,
2357,LOYAL,INE876S01017,1x,,
2358,BALKRISHNA,INE875R01011,1x,,
2359,SHYAMCENT,INE979R01011,1x,,
2360,STARDELTA,INE541K01014,1x,,
2361,SAMSRITA,INE579N01018,1x,,
2362,MSL,INE829S01016,1x,,
2363,ALSTONE,INE184S01024,1x,,
2364,AVI,INE897N01014,1x,,
2365,AKSPINTEX,INE671K01019,1x,,
2366,THINKINK,INE365S01045,1x,,
2367,WAAREE,INE725P01012,1x,,
2368,PRITIKAUTO,INE583R01029,5x,5x,5x
2369,BELLACASA,INE344T01014,1x,,
2370,PJL,INE473T01011,1x,,
2371,TEJNAKSH,INE030T01027,1x,,
2372,SHREEGANES,INE051N01026,1x,,
2373,GTV,INE910R01016,1x,,
2374,SMARTFIN,INE766D01020,1x,,
2375,ADCON,INE805Q01028,1x,,
2376,QUINT,INE641R01017,1x,,
2377,UDAYJEW,INE551B01012,1x,,
2378,NAVIGANT,INE364T01012,1x,,
2379,GROVY,INE343C01012,1x,,
2380,SCTL,INE452S01025,1x,,
2381,AAYUSH,INE430R01023,1x,,
2382,APOORVA,INE217S01014,1x,,
2383,BNL,INE679E01015,1x,,
2384,DDIL,INE005G01026,1x,,
2385,REMLIFE,INE549S01036,1x,,
2386,AARNAV,INE750R01016,1x,,
2387,SIPTL,INE104S01022,1x,,
2388,MISHTANN,INE094S01041,1x,,
2389,BLUECLOUDS,INE373T01039,1x,,
2390,BCLENTERPR,INE368E01023,1x,,
2391,PRECAM,INE484I01029,5x,5x,5x
2392,VIDLI,INE564S01019,1x,,
2393,BESTAGRO,INE052T01013,5x,5x,5x
2394,BFLAFL,INE948Q01018,1x,,
2395,QUICKHEAL,INE306L01010,5x,5x,5x
2396,KAPILRAJ,INE332Q01015,1x,,
2397,GANGAPHARM,INE615T01017,1x,,
2398,KPEL,INE127T01021,1x,,
2399,IFINSER,INE064T01018,1x,,
2400,FREDUN,INE194R01017,1x,,
2401,RELICAB,INE773T01014,1x,,
2402,MNIL,INE216Q01010,1x,,
2403,PDMJEPAPER,INE865T01018,5x,5x,5x
2404,BHARATWIRE,INE316L01019,5x,5x,5x
2405,CHDCHEM,INE043U01010,1x,,
2406,BALGOPAL,INE119R01014,1x,,
2407,RPEL,INE912T01018,5x,5x,5x
2408,FRANKLIN,INE399S01010,1x,,
2409,RSDFIN,INE616F01022,1x,,
2410,PARAGMILK,INE883N01014,5x,5x,5x
2411,MIL,INE858Q01019,1x,,
2412,YASHCHEM,INE571U01010,1x,,
2413,JLL,INE919T01013,1x,,
2414,TAALENT,INE524T01011,1x,,
2415,HUIL,INE799B01017,1x,,
2416,TITAANIUM,INE120V01014,1x,,
2417,COMSYN,INE073V01015,1x,,
2418,LLOYDSENGG,INE093R01011,5x,5x,5x
2419,KPL,INE552U01010,1x,,
2420,SHIVAEXPO,INE191V01015,1x,,
2421,MITSU,INE317V01016,1x,,
2422,RSTL,INE367U01013,1x,,
2423,TIAANC,INE864T01011,1x,,
2424,RADHIKAJWE,INE583V01021,1x,,
2425,ARCFIN,INE202R01026,1x,,
2426,SAGARSOFT,INE184B01012,1x,,
2427,DRA,INE746V01016,1x,,
2428,ACML,INE427V01013,1x,,
2429,IDFSENSEXE,INF194KA1T91,1x,,
2430,SUPRAPFSL,INE268T01015,1x,,
2431,REGENCY,INE964R01013,1x,,
2432,SALEM,INE894E01028,1x,,
2433,LKPSEC,INE341H01023,1x,,
2434,EIKO,INE666Q01016,1x,,
2435,AVL,INE679V01027,1x,,
2436,HEADSUP,INE759V01019,1x,,
2437,VSL,INE607V01028,1x,,
2438,MTPL,INE245H01018,1x,,
2439,TANVI,INE978V01015,1x,,
2440,RMC,INE655V01019,1x,,
2441,PARMAX,INE240T01014,1x,,
2442,LLFICL,INE715Q01029,1x,,
2443,DANUBE,INE575D01041,1x,,
2444,SMLT,INE017W01010,1x,,
2445,CHEMCRUX,INE298W01016,1x,,
2446,MAXIMUS,INE544W01021,1x,,
2447,PRIMEFRESH,INE442V01012,1x,,
2448,OCTAWARE,INE208U01019,1x,,
2449,MEERA,INE343X01018,1x,,
2450,IRBINVIT,INE183W23014,1x,,
2451,BGJL,INE986W01016,1x,,
2452,YUG,INE796W01019,1x,,
2453,INDIGRID,INE219X23014,1x,,
2454,VARIMAN,INE717F01028,1x,,
2455,GGENG,INE694X01030,1x,,
2456,SALASAR,INE170V01027,5x,5x,5x
2457,GANGESSECU,INE335W01016,1x,,
2458,PALASHSECU,INE471W01019,1x,,
2459,CTCL,INE931X01010,1x,,
2460,SMRUTHIORG,INE172E01011,1x,,
2461,SHISHIND,INE145Y01015,1x,,
2462,ANG,INE236W01016,1x,,
2463,KCDGROUP,INE185U01035,1x,,
2464,LASA,INE670X01014,1x,,
2465,SAGAR,INE146Y01013,1x,,
2466,AAYUSHBULL,INE777X01017,1x,,
2467,TTFL,INE071Y01013,1x,,
2468,POOJA,INE973X01012,1x,,
2469,SGRL,INE414Y01015,1x,,
2470,SCPL,INE501Y01019,1x,,
2471,IFGLEXPOR,INE133Y01011,1x,,
2472,SBRANDS,INE204Y01010,1x,,
2473,DYCL,INE600Y01019,1x,,
2474,DML,INE158R01012,1x,,
2475,SADHNA,INE994R01028,1x,,
2476,APOLLO,INE713T01028,5x,5x,5x
2477,NEWGEN,INE619B01017,5x,5x,5x
2478,CRPRISK,INE422M01013,1x,,
2479,TIRUFOAM,INE115G01015,1x,,
2480,ASHOKAMET,INE760Y01011,1x,,
2481,GGL,INE063Z01017,1x,,
2482,IWP,INE586E01020,1x,,
2483,TDSL,INE773Y01014,1x,,
2484,SHIVAMILLS,INE644Y01017,1x,,
2485,KANCOTEA,INE398L01017,1x,,
2486,ANGEL,INE339Z01011,1x,,
2487,INFLAME,INE464Z01017,1x,,
2488,SHREESHAY,INE452Z01012,1x,,
2489,BENARA,INE495Z01011,1x,,
2490,OBCL,INE426Z01016,1x,,
2491,TRL,INE459Z01017,1x,,
2492,CHEMFAB,INE783X01023,5x,5x,5x
2493,DLCL,INE871Z01013,1x,,
2494,AKSHAR,INE256Z01025,1x,,
2495,INDOUS,INE250Z01010,1x,,
2496,INDOSTAR,INE896L01010,5x,5x,5x
2497,MILEFUR,INE424Z01011,1x,,
2498,MEGASTAR,INE00EM01016,1x,,
2499,INNOVATORS,INE870Z01015,1x,,
2500,AFFORDABLE,INE692Z01013,1x,,
2501,NGIL,INE236Y01012,1x,,
2502,PALMJEWELS,INE838Z01012,1x,,
2503,WAA,INE799N01012,1x,,
2504,RAJNISH,INE685Z01033,1x,,
2505,RAWEDGE,INE960Z01014,1x,,
2506,SUPERSHAKT,INE00SY01011,1x,,
2507,RACONTEUR,INE00WY01013,1x,,
2508,VIVANTA,INE299W01022,1x,,
2509,AMINTAN,INE572Z01017,1x,,
2510,DEEP,INE00IY01012,1x,,
2511,ASRL,INE01B501018,1x,,
2512,RANJEET,INE01A501019,1x,,
2513,SETFSN2x,INF5x0KA1VQ2,1x,,
2514,MACH,INE004Z01011,1x,,
2515,MANORAMA,INE00VM01036,1x,,
2516,GRSE,INE382Z01011,1x,,
2517,A1L,INE911Z01017,1x,,
2518,DOLFIN,INE666Y01010,1x,,
2519,SHUBHAM,INE01J501010,1x,,
2520,SUNRETAIL,INE206Z01020,1x,,
2521,SMGOLD,INE00Q901014,1x,,
2522,DGL,INE01GR01018,1x,,
2523,SRD,INE01NE01012,1x,,
2524,DECCAN,INE452W01019,1x,,
2525,AXITA,INE02EZ01022,5x,5x,5x
2526,GLOSTERLTD,INE350Z01018,1x,,
2527,XELPMOC,INE01P501012,1x,,
2528,RITCO,INE01EG01016,5x,5x,5x
2529,JONJUA,INE793Z01027,1x,,
2530,KRANTI,INE911T01010,1x,,
2531,ANUP,INE294Z01018,1x,,
2532,AGOL,INE05FR01029,1x,,
2533,HBEL,INE02PC01027,1x,,
2534,ROOPSHRI,INE03WT01017,1x,,
2535,EMBASSY,INE041025011,1x,,
2536,NSL,INE01BL01012,1x,,
2537,VRFILMS,INE06LG01010,1x,,
2538,GKP,INE05QJ01015,1x,,
2539,EVANS,INE06TD01010,1x,,
2540,BMW,INE374E01021,1x,,
2541,AEPL,INE757T01025,1x,,
2542,CHCL,INE05BN01019,1x,,
2543,PPL,INE050001010,5x,5x,5x
2544,PARSHVA,INE05MV01019,1x,,
2545,ARL,INE02GA01012,1x,,
2546,SNXT2xBEES,INF5x4KB15D0,1x,,
2547,SEACOAST,INE277T01024,1x,,
2548,NOVATEOR,INE08JY01013,1x,,
2549,IIFLSEC,INE489L01022,1x,,
2550,MUFIN,INE08KJ01020,1x,,
2551,GALACTICO,INE906Y01028,1x,,
2552,NIESSPJ,INF204KB12F2,1x,,
2553,NIESSPC,INF204KB14E1,1x,,
2554,NIEHSPI,INF204KB17F1,1x,,
2555,NIESSPE,INF204KB11E7,1x,,
2556,NIEHSPD,INF204KB13G8,1x,,
2557,NIEHSPE,INF204KB14G6,1x,,
2558,NIESSPK,INF204KB13F0,1x,,
2559,NIEHSPH,INF204KB16G1,1x,,
2560,NIEHSPJ,INF204KB17G9,1x,,
2561,NIEHSPL,INF204KB18G7,1x,,
2562,NIESSPL,INF204KB19E0,1x,,
2563,GOBLIN,INE492Z01018,1x,,
2564,GENSOL,INE06H201014,1x,,
2565,SHAHLON,INE052001026,1x,,
2566,VALENCIA,INE08RT01016,1x,,
2567,GIANLIFE,INE063601012,1x,,
2568,JANUSCORP,INE04OV01018,1x,,
2569,UNIVPHOTO,INE03V001013,1x,,
2570,CBPL,INE07QQ01016,1x,,
2571,OCTAVIUSPL,INE117S01016,1x,,
2572,SMAUTO,INE0C4I01011,1x,,
2573,08MPD,INF204KB11T5,1x,,
2574,08GPG,INF204KB16S6,1x,,
2575,ROJL,INE0BDU01028,1x,,
2576,COSPOWER,INE0CQB01010,1x,,
2577,11DPR,INF204KB14U7,1x,,
2578,11GPG,INF204KB10U5,1x,,
2579,11MPD,INF204KB15U4,1x,,
2580,11MPR,INF204KB16U2,1x,,
2581,11QPD,INF204KB11U3,1x,,
2582,11AGG,INF204KB13T1,1x,,
2583,11AMD,INF204KB18T0,1x,,
2584,11DPD,INF204KB13U9,1x,,
2585,NIRMITEE,INE0CPQ01010,1x,,
2586,BILLWIN,INE0CRS01012,1x,,
2587,BONLON,INE0B9A01018,1x,,
2588,MINDSPACE,INE0CCU25019,1x,,
2589,MAXIND,INE0CG601016,5x,5x,5x
2590,ADVAIT,INE0ALI01010,1x,,
2591,SECMARK,INE0BTM01013,1x,,
2592,ATAM,INE09KD01013,1x,,
2593,GMPL,INE0E2801015,1x,,
2594,VGIL,INE244W01010,1x,,
2595,SHINEFASH,INE0BLY01023,1x,,
2596,RFLL,INE018S01016,1x,,
2597,BIRET,INE0FDU25010,1x,,
2598,MRP,INE0D7801012,1x,,
2599,SMCGLOBAL,INE103C01036,5x,5x,5x
2600,NURECA,INE0DSF01015,1x,,
2601,DAVANGERE,INE179G01029,1x,,
2602,KMEW,INE0CJD01011,1x,,
2603,SUUMAYA,INE0EMB01015,1x,,
2604,SUVIDHAA,INE018401013,1x,,
2605,EKI,INE0CPR01018,1x,,
2606,RCAN,INE0CQ101015,1x,,
2607,JETMALL,INE0D9X01018,1x,,
2608,PGINVIT,INE0GGX23010,1x,,
2609,NAVODAYENT,INE0DB001013,1x,,
2610,ADESHWAR,INE0H8J01015,1x,,
2611,GCSL,INE199P01028,1x,,
2612,AASHKA,INE0EAX01014,1x,,
2613,NBL,INE0GOA01018,1x,,
2614,POBS,INE0DTJ01015,1x,,
2615,PREVEST,INE0GAO01018,1x,,
2616,MARKOLINES,INE0FW001016,1x,,
2617,SBLI,INE0DLM01024,1x,,
2618,GETALONG,INE0H1201012,1x,,
2619,SVRL,INE0HLJ01013,1x,,
2620,PROMAX,INE0I2F01015,1x,,
2621,SAMOR,INE0GD201014,1x,,
2622,ADISHAKTI,INE0CWK01019,1x,,
2623,CWD,INE0H8H01019,1x,,
2624,SIGACHI,INE0D0K01022,5x,5x,5x
2625,SGFRL,INE07GA01011,1x,,
2626,OMNIPOTENT,INE0JFE01012,1x,,
2627,DMR,INE07L501010,1x,,
2628,JETFREIGHT,INE982V01025,1x,,
2629,HPAL,INE0GSL01024,5x,5x,5x
2630,CLARA,INE0JJS01014,1x,,
2631,BRANDBUCKT,INE0ILD01014,1x,,
2632,WEL,INE02WG01016,1x,,
2633,ALKOSIGN,INE0KA601012,1x,,
2634,QRIL,INE0KAF01018,1x,,
2635,SSTL,INE0JNA01014,1x,,
2636,SPITZE,INE0JSJ01014,1x,,
2637,SOFTTECH,INE728Z01015,1x,,
2638,EKENNIS,INE0KCM01010,1x,,
2639,EUREKAFORB,INE0KCE01017,5x,5x,5x
2640,BCCL,INE0KQ001017,1x,,
2641,ACHYUT,INE0K1401012,1x,,
2642,EVOQ,INE0JVD01011,1x,,
2643,SEML,INE0KPY01017,1x,,
2644,DHYAANITR,INE0K5F01014,1x,,
2645,EIGHTY,INE0KSN01014,1x,,
2646,SFSL,INE0JMN01019,1x,,
2647,GLHRL,INE0J2K01014,1x,,
2648,FONE4,INE0L3H01014,1x,,
2649,NVENTURES,INE0E5R01017,1x,,
2650,TIERRA,INE05CY01014,1x,,
2651,ETHOSLTD,INE04TZ01018,5x,5x,5x
2652,SILVERPRL,INE0KXN01014,1x,,
2653,SCARNOSE,INE0IXR01019,1x,,
2654,GOEL,INE0K6L01010,1x,,
2655,MODIS,INE0L0L01012,1x,,
2656,PGCRL,INE0GTX01019,1x,,
2657,SAILANI,INE0KHQ01010,1x,,
2658,KESAR,INE0L1C01019,1x,,
2659,BRRL,INE0IZQ01016,1x,,
2660,JAYANT,INE0KR801019,1x,,
2661,VEERKRUPA,INE0ID001024,1x,,
2662,HEALTHYLIFE,INE0L3501015,1x,,
2663,DDEVPLASTIK,INE0HR601026,1x,,
2664,OLATECH,INE0M3901015,1x,,
2665,NATURO,INE0JNB01012,1x,,
2666,RHETAN,INE0KKN01029,1x,,
2667,DPL,INE0MC401013,1x,,
2668,EPBIO,INE0D2I01014,1x,,
2669,VOEPL,INE0I0T01010,1x,,
2670,KSOLVES,INE0D6I01015,5x,5x,5x
2671,CONTAINE,INE0M8901010,1x,,
2672,MAFIA,INE0KQQ01011,1x,,
2673,SRSOLTD,INE0MNV01014,1x,,
2674,TLL,INE0MKA01014,1x,,
2675,REETECH,INE0MKO01015,1x,,
2676,CARGOTRANS,INE0M4L01013,1x,,
2677,CNCRD,INE0N0J01014,1x,,
2678,INA,INE0LGX01016,1x,,
2679,CARGOSOL,INE0KZM01011,1x,,
2680,STML,INE0MSK01016,1x,,
2681,VEDANTASSET,INE0NC801013,1x,,
2682,MAAGHADV,INE0KY201021,1x,,
2683,EMIL,INE02YR01019,5x,5x,5x
2684,PACE,INE0N1L01018,1x,,
2685,DAPS,INE975Z01012,1x,,
2686,TECHNOPACK,INE0MXP01015,1x,,
2687,AAATECH,INE0D0U01013,1x,,
2688,AMBOAGRI,INE0N6V01016,1x,,
2689,SARVESHWAR,INE324X01026,1x,,
2690,GARGI,INE0NT601018,1x,,
2691,DRONACHRYA,INE0MQD01015,1x,,
2692,REXSEAL,INE0MFT01014,1x,,
2693,SVS,INE0MID01012,1x,,
2694,LOGICA,INE0BSU01018,1x,,
2695,DHARNI,INE0M9Q01011,1x,,
2696,TRANSVOY,INE0MPU01011,1x,,
2697,EARTH,INE0O4V01010,1x,,
2698,ASHIKA,INE094B01013,1x,,
2699,INDONG,INE0KN201016,1x,,
2700,SEALMATIC,INE0O4601016,1x,,
2701,ROBU,INE0OLH01013,1x,,
2702,PATRON,INE0NPA01011,1x,,
2703,SVJ,INE0JZS01010,1x,,
2704,AMANAYA,INE0G1V01016,1x,,
2705,RESGEN,INE0NYN01016,1x,,
2706,ITCONS,INE0O6A01019,1x,,
2707,PCL,INE0OKG01017,1x,,
2708,SUDARSHAN,INE00TV01015,1x,,
2709,GSLSU,INE0JSX01015,5x,5x,5x
2710,LABELKRAFT,INE0NLJ01011,1x,,
2711,DEVLAB,INE0NIJ01017,1x,,
2712,JAFINANCE,INE825B01010,1x,,
2713,MAIDEN,INE0O1T01010,1x,,
2714,EXHICON,INE0O8901016,1x,,
2715,SANCODE,INE0P7001013,1x,,
2716,BLAL,INE0N7W01012,5x,5x,5x
2717,RETINA,INE0NTC01019,1x,,
2718,INNOKAIZ,INE0LDI01022,1x,,
2719,AVG,INE680Z01018,1x,,
2720,SWATIPRO,INE210F01016,1x,,
2721,HSIL,INE0GYI01028,1x,,
2722,CFF,INE0NJ001013,1x,,
2723,COMRADE,INE0NXA01015,1x,,
2724,SONALIS,INE0N5O01013,1x,,
2725,BIZOTIC,INE0OJ401014,1x,,
2726,COSMICCRF,INE0ORA01015,1x,,
2727,VEEFIN,INE0Q0M01015,1x,,
2728,ALPHAIND,INE0NZF01019,1x,,
2729,ACCELERATE,INE0POP01017,1x,,
2730,KAKA,INE0P3N01018,1x,,
2731,AHASOLAR,INE0NEV01011,1x,,
2732,ASARFI,INE0DN001027,1x,,
2733,NETWEB,INE0NT901020,5x,5x,5x
2734,INNOVATUS,INE0LYO01018,1x,,
2735,KHAZANCHI,INE0OWC01011,1x,,
2736,VLEGOV,INE03HW01020,1x,,
2737,SHELTER,INE013V01011,1x,,
2738,SHOORA,INE0OJZ01019,1x,,
2739,BONDADA,INE0Q8P01029,1x,,
2740,SHRAAITECH,INE489B01023,1x,,
2741,KAHAN,INE04T901017,1x,,
2742,YATRA,INE0JR601024,1x,,
2743,MVGJL,INE0KNT01012,5x,5x,5x
2744,UDS,INE851I01011,5x,5x,5x
2745,VALIANTLAB,INE0JWS01017,1x,,
2746,PLAZACABLE,INE0INJ01017,1x,,
2747,ITETF,INF769K01KV5,5x,5x,5x
2748,MAXESTATES,INE03EI01018,5x,5x,5x
2749,ESAFSFB,INE818W01011,5x,5x,5x
2750,PROTEAN,INE004A01022,1x,,
2751,ASKAUTOLTD,INE491J01022,5x,5x,5x
2752,IREDA,INE202E01016,1x,,
2753,FLAIR,INE00Y201027,5x,5x,5x
2754,BAJEL,INE0KQN01018,5x,5x,5x
2755,INDIASHLTR,INE922K01024,5x,5x,5x
2756,INOXINDIA,INE616N01034,5x,5x,5x
2757,MOTISONS,INE0FRK01020,1x,,
2758,MUFTI,INE220Q01020,5x,5x,5x
2759,AZAD,INE02IJ01035,5x,5x,5x
2760,INNOVACAP,INE0DUT01020,5x,5x,5x
2761,MEDIASSIST,INE456Z01021,5x,5x,5x
2762,HDFCPSUBK,INF179KC1HW4,1x,,
2763,PARKHOTELS,INE988S01028,5x,5x,5x
2764,CAPITALSFB,INE646H01017,5x,5x,5x
2765,GOLDCASE,INF0R8F01042,1x,,
2766,GOPAL,INE0L9R01028,5x,5x,5x
2767,SCILAL,INE0PB301013,5x,5x,5x
2768,KPGEL,INE0QVH01025,1x,,
2769,BHARTIHEXA,INE343G01021,5x,5x,5x
2770,INDGN,INE065X01017,5x,5x,5x
2771,AADHARHFC,INE883F01010,5x,5x,5x
2772,GODIGIT,INE03JT01014,5x,5x,5x
2773,AWFIS,INE108V01019,5x,5x,5x
2774,BOROSCI,INE02L001032,5x,5x,5x
2775,KRONOX,INE0ATZ01017,5x,5x,5x
2776,IXIGO,INE0HV901016,5x,5x,5x
2777,MID150CASE,INF0R8F01059,1x,,
2778,DEEDEV,INE841L01016,5x,5x,5x
2779,STANLEY,INE01A001028,5x,5x,5x
2780,ABDL,INE552Z01027,5x,5x,5x
2781,JISLDVREQS,IN9175A01010,1x,,
2782,FACT,INE188A01015,5x,5x,5x
2783,GINNIFILA,INE424C01010,1x,,
2784,SAKSOFT,INE667G01023,5x,5x,5x
2785,SALONA,INE498E01010,5x,5x,5x
2786,667GS5x2x,IN005x5x04x2,1x,,
2787,AIRTELPP,IN9397D01014,1x,,
2788,96SCL25,INE148I07NS4,1x,,
2789,GOLDSTAR,INE405Y01021,1x,,
2790,EMKAYTOOLS,INE332S01011,1x,,
2791,KCK,INE0J1E01027,1x,,
2792,MWL,INE0JYY01011,1x,,
2793,STEELCITY,INE395H01011,1x,,
2794,AGNI,INE0LF301013,1x,,
2795,USASEEDS,INE0CBM01019,1x,,
2796,SHAIVAL,INE262S01010,1x,,
2797,VEEKAYEM,INE0KTW01013,1x,,
2798,AHIMSA,INE136T01014,1x,,
2799,AMEYA,INE0KT901015,1x,,
2800,MEGAFLEX,INE0G1D01014,1x,,
2801,SABAR,INE0DZ101013,1x,,
2802,TAPIFRUIT,INE0M7001010,1x,,
2803,ABINFRA,INE00YB01017,1x,,
2804,SANGINITA,INE753W01010,1x,,
2805,LIBAS,INE908V01012,1x,,
2806,DANGEE,INE688Y01022,1x,,
2807,CREATIVE,INE985W01018,5x,5x,5x
2808,ANNAPURNA,INE0MGM01017,1x,,
2809,KANDARP,INE0MOT01016,1x,,
2810,VARDHACRLC,INE116G01013,1x,,
2811,BALAXI,INE618N01022,1x,,
2812,ZOTA,INE358U01012,1x,,
2813,CMRSL,INE075Z01011,1x,,
2814,QMSMEDI,INE0FMW01018,1x,,
2815,LLOYDS,INE0DTQ01028,1x,,
2816,SWASTIK,INE0DGC01025,1x,,
2817,FROG,INE385O01018,1x,,
2818,PHANTOMFX,INE0MLZ01019,1x,,
2819,KOTARISUG,INE419A01022,1x,,
2820,OMFURN,INE338Y01016,1x,,
2821,CONSOFINVT,INE025A01027,1x,,
2822,ACEINTEG,INE543V01017,1x,,
2823,IPSL,INE02EE01019,1x,,
2824,RITEZONE,INE0MRA01019,1x,,
2825,AMIABLE,INE0MTP01013,1x,,
2826,SOLEX,INE880Y01017,1x,,
2827,MBAPL,INE900L01010,1x,,
2828,KRISHANA,INE506W01012,1x,,
2829,PRITIKA,INE0MJQ01012,1x,,
2830,BAHETI,INE029Q01017,1x,,
2831,SECL,INE00Y701026,1x,,
2832,ARHAM,INE0L2Y01011,1x,,
2833,ALLETEC,INE0M2X01012,1x,,
2834,DOLLEX,INE0JHH01011,1x,,
2835,ARIHANTACA,INE0NCC01015,1x,,
2836,UMA,INE067901012,1x,,
2837,SHIVAUM,INE719F01016,1x,,
2838,AKASH,INE737W01013,1x,,
2839,HOMESFY,INE0N7F01017,1x,,
2840,RBMINFRA,INE0NA301016,1x,,
2841,NRL,INE0JM501013,1x,,
2842,GOLDKART,INE06MH01016,1x,,
2843,CMNL,INE06PV01010,1x,,
2844,ARISTO,INE082101010,1x,,
2845,JASH,INE039O01029,1x,,
2846,GRCL,INE0LVM01018,1x,,
2847,GLOBAL,INE291W01029,1x,,
2848,SHERA,INE0MM001019,1x,,
2849,MHHL,INE450S01011,1x,,
2850,OSWALSEEDS,INE00IK01029,1x,,
2851,VIAZ,INE0MO401019,1x,,
2852,SRIVASAVI,INE0NPI01014,1x,,
2853,LEXUS,INE500X01013,1x,,
2854,VERTEXPLUS,INE0NLB01018,1x,,
2855,SYSTANGO,INE0O7R01011,1x,,
2856,VELS,INE0I3H01019,1x,,
2857,QFIL,INE0O1M01015,1x,,
2858,REPL,INE364Z01019,1x,,
2859,ASCOM,INE08KD01015,1x,,
2860,INFINIUM,INE0MRE01011,1x,,
2861,MOS,INE0N7S01010,1x,,
2862,PATTECH,INE0NZW01014,1x,,
2863,AGUL,INE0O6N01012,1x,,
2864,QUICKTOUCH,INE0K4D01020,1x,,
2865,DPSCLTD,INE360C01024,1x,,
2866,DENEERS,INE0JWV01011,1x,,
2867,AUROIMPEX,INE0NUL01018,1x,,
2868,MILTON,INE376Y01016,1x,,
2869,REMUS,INE0O5T01011,1x,,
2870,MMP,INE511Y01018,1x,,
2871,CRAYONS,INE0OFK01019,1x,,
2872,DENTALKART,INE0N5801013,1x,,
